Time (s),Temperature (ºC),Power (W)
0.269368,79.649297,0.00019175597
0.538736,79.680881,0.0001917559
0.808104,79.709426,0.00019175608
1.077472,79.735971,0.0001917559
1.34684,79.761518,0.00019175604
1.6162081,79.786156,0.00019175617
1.8855761,79.810353,0.00019175577
2.1549441,79.834016,0.00019175563
2.4243121,79.85693,0.00019175568
2.6936801,79.879862,0.00019175536
2.9630481,79.902988,0.00019175521
3.2324161,79.924991,0.00019175469
3.5017841,79.947012,0.00019175507
3.7711521,79.969114,0.00019175485
4.0405201,79.99032,0.00019175487
4.3098881,80.012124,0.00019175487
4.5792562,80.033349,0.00019175467
4.8486242,80.054167,0.00019175429
5.1179922,80.07483,0.000191754
5.3873602,80.0956,0.00019175442
5.6567282,80.115667,0.00019175386
5.9260962,80.136476,0.00019175364
6.1954642,80.156449,0.00019175368
6.4648322,80.176076,0.00019175346
6.7342002,80.195732,0.00019175339
7.0035682,80.215187,0.00019175276
7.2729362,80.234177,0.0001917533
7.5423043,80.253352,0.00019175339
7.8116723,80.27245,0.00019175323
8.0810403,80.291168,0.00019175319
8.3504083,80.309749,0.00019175312
8.6197763,80.328166,0.00019175301
8.8891443,80.345993,0.00019175283
9.1585123,80.364543,0.00019175283
9.4278803,80.38239,0.00019175276
9.6972483,80.399599,0.0001917529
9.9666163,80.417815,0.00019175285
10.235984,80.434616,0.0001917526
10.505352,80.452068,0.00019175252
10.77472,80.4695,0.00019175227
11.044088,80.486346,0.00019175218
11.313456,80.502729,0.00019175211
11.582824,80.519467,0.00019175175
11.852192,80.53604,0.00019175204
12.12156,80.552593,0.00019175186
12.390928,80.568517,0.00019175209
12.660296,80.584697,0.00019175177
12.929664,80.600097,0.00019175157
13.199033,80.616427,0.00019175173
13.468401,80.63193,0.00019175151
13.737769,80.647041,0.0001917518
14.007137,80.662527,0.00019175173
14.276505,80.677727,0.00019175169
14.545873,80.692568,0.00019175142
14.815241,80.70748,0.00019175126
15.084609,80.722144,0.00019175095
15.353977,80.736867,0.00019175124
15.623345,80.751587,0.00019175128
15.892713,80.765775,0.00019175121
16.162081,80.779874,0.00019175115
16.431449,80.794103,0.00019175126
16.700817,80.808197,0.00019175099
16.970185,80.821884,0.00019175088
17.239553,80.835375,0.00019175083
17.508921,80.849309,0.00019175065
17.778289,80.862775,0.00019175088
18.047657,80.876325,0.00019175065
18.317025,80.889453,0.00019175061
18.586393,80.902471,0.00019175063
18.855761,80.915733,0.00019175032
19.125129,80.928332,0.00019175036
19.394497,80.940849,0.00019175059
19.663865,80.953789,0.00019175038
19.933233,80.966205,0.0001917502
20.202601,80.978359,0.00019175009
20.471969,80.990969,0.00019174998
20.741337,81.003189,0.00019174996
21.010705,81.015112,0.00019174982
21.280073,81.027224,0.00019174998
21.549441,81.038753,0.00019174996
21.818809,81.050832,0.00019175
22.088177,81.062367,0.00019175009
22.357545,81.07375,0.00019174982
22.626913,81.085057,0.00019174971
22.896281,81.097087,0.00019174971
23.165649,81.108072,0.0001917498
23.435017,81.118945,0.00019174953
23.704385,81.129888,0.00019174964
23.973753,81.141275,0.00019174953
24.243121,81.151722,0.00019174964
24.512489,81.162665,0.0001917496
24.781857,81.173157,0.00019174926
25.051225,81.183898,0.00019174949
25.320593,81.194213,0.00019174917
25.589961,81.204752,0.00019174931
25.859329,81.214884,0.00019174976
26.128697,81.224918,0.00019174944
26.398065,81.235075,0.00019174926
26.667433,81.244698,0.00019174933
26.936801,81.255188,0.00019174935
27.206169,81.264902,0.00019174933
27.475537,81.274383,0.00019174933
27.744905,81.284531,0.00019174902
28.014273,81.293915,0.00019174893
28.283641,81.303282,0.00019174906
28.553009,81.31265,0.00019174897
28.822377,81.321839,0.00019174902
29.091745,81.331399,0.00019174902
29.361113,81.34029,0.00019174895
29.630481,81.349692,0.00019174908
29.899849,81.358499,0.00019174893
30.169217,81.367314,0.00019174893
30.438585,81.376238,0.00019174904
30.707953,81.384727,0.00019174886
30.977321,81.393083,0.00019174872
31.246689,81.402139,0.00019174884
