Time (s),Temperature (ºC),Power (W)
0.3509947,118.54124,0.00040640407
0.7019894,118.5849,0.00040640583
1.052984,118.62479,0.00040640681
1.4039787,118.66268,0.00040640713
1.7549734,118.6996,0.00040640828
2.1059681,118.73565,0.00040640876
2.4569627,118.771,0.00040640994
2.8079574,118.80599,0.00040641069
3.1589521,118.84043,0.00040641193
3.5099468,118.87473,0.00040641183
3.8609415,118.90846,0.00040641291
4.2119361,118.94134,0.00040641333
4.5629308,118.97496,0.00040641418
4.9139255,119.00724,0.00040641503
5.2649202,119.03998,0.00040641546
5.6159149,119.0719,0.00040641601
5.9669095,119.10375,0.00040641673
6.3179042,119.13541,0.00040641728
6.6688989,119.16619,0.00040641843
7.0198936,119.19742,0.00040641843
7.3708882,119.22798,0.00040641901
7.7218829,119.25826,0.00040641967
8.0728776,119.28847,0.00040641986
8.4238723,119.31836,0.00040642051
8.774867,119.34807,0.00040642228
9.1258616,119.37737,0.00040642228
9.4768563,119.40619,0.00040642316
9.827851,119.43489,0.00040642365
10.178846,119.46395,0.00040642423
10.52984,119.49195,0.00040642459
10.880835,119.51994,0.00040642557
11.23183,119.54772,0.00040642613
11.582824,119.57515,0.00040642711
11.933819,119.60229,0.00040642802
12.284814,119.62992,0.00040642838
12.635808,119.65629,0.00040642906
12.986803,119.68315,0.00040642998
13.337798,119.70927,0.00040643063
13.688793,119.7357,0.00040643076
14.039787,119.76103,0.00040643145
14.390782,119.78694,0.00040643217
14.741777,119.81227,0.00040643249
15.092771,119.83764,0.00040643328
15.443766,119.86245,0.0004064339
15.794761,119.88732,0.00040643452
16.145755,119.9118,0.0004064351
16.49675,119.93605,0.00040643527
16.847745,119.96035,0.00040643608
17.198739,119.9837,0.00040643664
17.549734,120.00745,0.00040643735
17.900729,120.03133,0.00040643811
18.251723,120.05421,0.00040643827
18.602718,120.07697,0.00040643915
18.953713,120.09989,0.0004064399
19.304707,120.12212,0.00040644055
19.655702,120.1447,0.00040644065
20.006697,120.16689,0.00040644081
20.357691,120.18886,0.00040644156
20.708686,120.21084,0.00040644205
21.059681,120.23215,0.00040644251
21.410675,120.25367,0.00040644274
21.76167,120.27496,0.00040644336
22.112665,120.29587,0.00040644382
22.463659,120.31694,0.00040644408
22.814654,120.33749,0.00040644437
23.165649,120.3581,0.00040644545
23.516644,120.37854,0.00040644653
23.867638,120.39919,0.00040644636
24.218633,120.41872,0.00040644692
24.569628,120.43868,0.00040644734
24.920622,120.45829,0.0004064475
25.271617,120.47782,0.00040644734
25.622612,120.4969,0.00040644741
25.973606,120.51603,0.0004064479
26.324601,120.53515,0.00040644858
26.675596,120.55419,0.0004064494
27.02659,120.57278,0.00040644972
27.377585,120.59106,0.00040645044
27.72858,120.6093,0.00040645149
28.079574,120.62742,0.00040645109
28.430569,120.64532,0.00040645188
28.781564,120.66365,0.00040645214
29.132558,120.68141,0.00040645318
29.483553,120.69875,0.00040645364
29.834548,120.71607,0.00040645384
30.185542,120.73324,0.00040645433
30.536537,120.75028,0.00040645426
30.887532,120.76751,0.00040645475
31.238526,120.78431,0.00040645498
31.589521,120.80079,0.0004064554
31.940516,120.81748,0.00040645615
32.29151,120.83383,0.00040645713
32.642505,120.84985,0.00040645726
32.9935,120.86615,0.00040645752
33.344495,120.88218,0.00040645775
33.695489,120.89769,0.00040645779
34.046484,120.9134,0.00040645818
34.397479,120.92907,0.00040645837
34.748473,120.94433,0.00040645909
35.099468,120.95978,0.00040646004
35.450463,120.97471,0.00040645974
35.801457,120.98981,0.00040646007
36.152452,121.00454,0.00040646082
36.503447,121.01941,0.00040646089
36.854441,121.034,0.00040646151
37.205436,121.04832,0.00040646164
37.556431,121.06286,0.00040646138
37.907425,121.07733,0.00040646216
38.25842,121.09109,0.00040646278
38.609415,121.10511,0.00040646311
38.960409,121.11908,0.00040646389
39.311404,121.13273,0.00040646389
39.662399,121.14652,0.00040646376
40.013393,121.16019,0.00040646376
40.364388,121.17313,0.00040646441
40.715383,121.18655,0.00040646542
41.066377,121.20007,0.00040646542
41.417372,121.21273,0.00040646562
41.768367,121.22571,0.00040646656
42.119361,121.23876,0.00040646624
42.470356,121.25165,0.00040646594
42.821351,121.264,0.00040646591
43.172346,121.27637,0.0004064666
43.52334,121.28912,0.00040646653
43.874335,121.30126,0.00040646738
44.22533,121.31349,0.00040646748
44.576324,121.32561,0.0004064679
44.927319,121.33755,0.00040646852
45.278314,121.32802,0.0
45.629308,121.29763,0.0
45.980303,121.27054,0.0
46.331298,121.24526,0.0
46.682292,121.22103,0.0
47.033287,121.19709,0.0
47.384282,121.17375,0.0
47.735276,121.151,0.0
48.086271,121.12825,0.0
48.437266,121.10604,0.0
48.78826,121.08381,0.0
49.139255,121.0625,0.0
49.49025,121.04057,0.0
49.841244,121.01912,0.0
50.192239,120.99794,0.0
50.543234,120.97692,0.0
50.894228,120.95616,0.0
51.245223,120.9354,0.0
51.596218,120.91475,0.0
51.947212,120.89453,0.0
52.298207,120.87454,0.0
52.649202,120.85439,0.0
53.000197,120.8346,0.0
53.351191,120.81503,0.0
53.702186,120.79558,0.0
54.053181,120.77615,0.0
54.404175,120.7567,0.0
54.75517,120.73766,0.0
55.106165,120.71879,0.0
55.457159,120.7002,0.0
55.808154,120.6815,0.0
56.159149,120.66319,0.0
56.510143,120.64494,0.0
56.861138,120.62656,0.0
57.212133,120.60887,0.0
57.563127,120.59097,0.0
57.914122,120.5733,0.0
58.265117,120.55586,0.0
58.616111,120.53885,0.0
58.967106,120.52145,0.0
59.318101,120.50434,0.0
59.669095,120.48745,0.0
60.02009,120.47031,0.0
60.371085,120.45352,0.0
60.722079,120.43726,0.0
61.073074,120.42089,0.0
61.424069,120.40426,0.0
61.775063,120.38841,0.0
62.126058,120.37266,0.0
62.477053,120.35661,0.0
62.828048,120.34084,0.0
63.179042,120.32548,0.0
63.530037,120.30986,0.0
63.881032,120.29444,0.0
64.232026,120.27914,0.0
64.583021,120.26429,0.0
64.934016,120.24951,0.0
65.28501,120.23477,0.0
65.636005,120.21994,0.0
65.987,120.20523,0.0
66.337994,120.19051,0.0
66.688989,120.17607,0.0
67.039984,120.16206,0.0
67.390978,120.14789,0.0
67.741973,120.13418,0.0
68.092968,120.11986,0.0
68.443962,120.10629,0.0
68.794957,120.09266,0.0
69.145952,120.07933,0.0
69.496946,120.06551,0.0
69.847941,120.0525,0.0
70.198936,120.03922,0.0
70.54993,120.02572,0.0
70.900925,120.013,0.0
71.25192,119.99975,0.0
71.602915,119.98725,0.0
71.953909,119.97461,0.0
72.304904,119.96194,0.0
72.655899,119.94986,0.0
73.006893,119.93737,0.0
73.357888,119.9252,0.0
73.708883,119.91289,0.0
74.059877,119.90107,0.0
74.410872,119.88904,0.0
74.761867,119.87739,0.0
75.112861,119.86549,0.0
75.463856,119.85337,0.0
75.814851,119.84226,0.0
76.165845,119.83086,0.0
76.51684,119.81957,0.0
76.867835,119.80789,0.0
77.218829,119.79683,0.0
77.569824,119.78611,0.0
77.920819,119.77504,0.0
78.271813,119.76378,0.0
78.622808,119.75314,0.0
78.973803,119.7424,0.0
79.324797,119.73212,0.0
79.675792,119.72142,0.0
80.026787,119.71092,0.0
80.377781,119.70062,0.0
80.728776,119.69031,0.0
81.079771,119.67983,0.0
81.430766,119.67005,0.0
81.78176,119.6595,0.0
82.132755,119.64976,0.0
82.48375,119.6399,0.0
82.834744,119.63032,0.0
83.185739,119.62055,0.0
83.536734,119.61072,0.0
83.887728,119.60133,0.0
84.238723,119.59154,0.0
84.589718,119.58211,0.0
84.940712,119.57304,0.0
85.291707,119.56364,0.0
85.642702,119.55474,0.0
85.993696,119.54551,0.0
86.344691,119.53655,0.0
