Time (s),Temperature (ºC),Power (W)
0.3754827,214.81066,0.0012911742
0.7509654,214.86967,0.0012911829
1.126448,214.925,0.0012911881
1.5019307,214.98095,0.0012911933
1.8774134,215.03514,0.0012911986
2.2528961,215.08777,0.0012912026
2.6283788,215.14228,0.0012912081
3.0038614,215.19397,0.0012912128
3.3793441,215.24516,0.0012912166
3.7548268,215.29659,0.0012912197
4.1303095,215.34817,0.0012912231
4.5057922,215.39934,0.001291227
4.8812748,215.44918,0.0012912311
5.2567575,215.49923,0.0012912336
5.6322402,215.54839,0.0012912391
6.0077229,215.5973,0.0012912435
6.3832056,215.6466,0.0012912464
6.7586882,215.694,0.0012912507
7.1341709,215.74182,0.0012912537
7.5096536,215.79072,0.0012912576
7.8851363,215.8365,0.0012912622
8.260619,215.88343,0.0012912651
8.6361016,215.93012,0.0012912686
9.0115843,215.9759,0.0012912729
9.387067,216.02088,0.0012912779
9.7625497,216.06674,0.0012912816
10.138032,216.11176,0.0012912846
10.513515,216.15535,0.0012912884
10.888998,216.19943,0.0012912935
11.26448,216.24417,0.0012912972
11.639963,216.28594,0.0012913012
12.015446,216.32904,0.0012913048
12.390928,216.37193,0.0012913075
12.766411,216.41427,0.0012913113
13.141894,216.45664,0.0012913153
13.517377,216.49974,0.0012913181
13.892859,216.53961,0.0012913216
14.268342,216.58147,0.0012913227
14.643825,216.62095,0.0012913303
15.019307,216.66133,0.0012913337
15.39479,216.70139,0.0012913367
15.770273,216.74138,0.00129134
16.145755,216.78075,0.001291343
16.521238,216.81918,0.001291346
16.896721,216.85855,0.0012913509
17.272203,216.89703,0.0012913539
17.647686,216.93474,0.0012913573
18.023169,216.97204,0.0012913614
18.398651,217.01066,0.0012913655
18.774134,217.04776,0.0012913691
19.149617,217.08448,0.0012913727
19.525099,217.12209,0.0012913766
19.900582,217.15753,0.0012913802
20.276065,217.19399,0.0012913842
20.651547,217.23001,0.0012913882
21.02703,217.26452,0.0012913905
21.402513,217.30022,0.0012913939
21.777995,217.33415,0.001291398
22.153478,217.3691,0.001291401
22.528961,217.40477,0.0012914055
22.904443,217.43857,0.001291408
23.279926,217.4718,0.0012914111
23.655409,217.50429,0.0012914152
24.030892,217.53953,0.0012914181
24.406374,217.57149,0.0012914216
24.781857,217.60472,0.0012914241
25.15734,217.63751,0.0012914283
25.532822,217.66955,0.0012914306
25.908305,217.70224,0.0012914335
26.283788,217.73366,0.0012914368
26.65927,217.76474,0.0012914394
27.034753,217.79558,0.0012914432
27.410236,217.82766,0.0012914461
27.785718,217.8586,0.0012914498
28.161201,217.88884,0.0012914541
28.536684,217.91909,0.0012914574
28.912166,217.9486,0.00129146
29.287649,217.97886,0.0012914643
29.663132,218.00825,0.0012914669
30.038614,218.03679,0.0012914694
30.414097,218.06677,0.00129147
30.78958,218.09529,0.0012914728
31.165062,218.12339,0.0012914769
31.540545,218.1519,0.0012914779
31.916028,218.1806,0.0012914827
32.29151,218.20851,0.0012914875
32.666993,218.23733,0.0012914898
33.042476,218.264,0.0012914921
33.417959,218.29144,0.0012914939
33.793441,218.31918,0.0012914981
34.168924,218.34526,0.0012915008
34.544407,218.37308,0.0012915034
34.919889,218.39883,0.0012915068
35.295372,218.42542,0.0012915109
35.670855,218.45186,0.0012915132
36.046337,218.47686,0.0012915162
36.42182,218.50243,0.0012915185
36.797303,218.52816,0.0012915217
37.172785,218.55372,0.0012915246
37.548268,218.57842,0.0012915269
37.923751,218.60373,0.0012915295
38.299233,218.62755,0.0012915321
38.674716,218.65342,0.001291535
39.050199,218.67765,0.0012915399
39.425681,218.70195,0.0012915422
39.801164,218.72621,0.0012915441
40.176647,218.74928,0.001291548
40.552129,218.77367,0.0012915498
40.927612,218.79677,0.0012915518
41.303095,218.81948,0.0012915539
41.678577,218.84338,0.001291558
42.05406,218.86556,0.0012915604
42.429543,218.88849,0.0012915633
42.805026,218.91163,0.0012915662
43.180508,218.93363,0.0012915692
43.555991,218.95546,0.0012915715
43.931474,218.97702,0.0012915729
44.306956,219.0002,0.0012915759
44.682439,219.02116,0.0012915779
45.057922,219.04361,0.0012915808
45.433404,219.06446,0.0012915845
45.808887,219.08545,0.0012915869
46.18437,219.10751,0.0012915887
46.559852,219.12632,0.0012915918
46.935335,219.14843,0.0012915938
47.310818,219.16852,0.0012915966
47.6863,219.18974,0.0012915984
48.061783,219.2092,0.0012916005
48.437266,219.20476,0.0
48.812748,219.16733,0.0
49.188231,219.13274,0.0
49.563714,219.09856,0.0
49.939196,219.06538,0.0
50.314679,219.03302,0.0
50.690162,219.00124,0.0
51.065644,218.96894,0.0
51.441127,218.93769,0.0
51.81661,218.90614,0.0
52.192093,218.87487,0.0
52.567575,218.84383,0.0
52.943058,218.81467,0.0
53.318541,218.78263,0.0
53.694023,218.75292,0.0
54.069506,218.72352,0.0
54.444989,218.69299,0.0
54.820471,218.66579,0.0
55.195954,218.6353,0.0
55.571437,218.60595,0.0
55.946919,218.57755,0.0
56.322402,218.54866,0.0
56.697885,218.52153,0.0
57.073367,218.49348,0.0
57.44885,218.46553,0.0
57.824333,218.43858,0.0
58.199815,218.41186,0.0
58.575298,218.38404,0.0
58.950781,218.3578,0.0
59.326263,218.33141,0.0
59.701746,218.30451,0.0
60.077229,218.27807,0.0
60.452711,218.25257,0.0
60.828194,218.2271,0.0
61.203677,218.20197,0.0
61.579159,218.17527,0.0
61.954642,218.15082,0.0
62.330125,218.12513,0.0
62.705608,218.10002,0.0
63.08109,218.07578,0.0
63.456573,218.05257,0.0
63.832056,218.02693,0.0
64.207538,218.00232,0.0
64.583021,217.97923,0.0
64.958504,217.95551,0.0
65.333986,217.93194,0.0
65.709469,217.90797,0.0
66.084952,217.8852,0.0
66.460434,217.86122,0.0
66.835917,217.83865,0.0
67.2114,217.81662,0.0
67.586882,217.7936,0.0
67.962365,217.77186,0.0
68.337848,217.7493,0.0
68.71333,217.72687,0.0
69.088813,217.70581,0.0
69.464296,217.68366,0.0
69.839778,217.6617,0.0
70.215261,217.64112,0.0
70.590744,217.6203,0.0
70.966226,217.59743,0.0
71.341709,217.57879,0.0
71.717192,217.55657,0.0
72.092675,217.53715,0.0
72.468157,217.51607,0.0
72.84364,217.49553,0.0
73.219123,217.47466,0.0
73.594605,217.45548,0.0
73.970088,217.4357,0.0
74.345571,217.41499,0.0
74.721053,217.39536,0.0
75.096536,217.37585,0.0
75.472019,217.35751,0.0
75.847501,217.33825,0.0
76.222984,217.31855,0.0
76.598467,217.29932,0.0
76.973949,217.2819,0.0
77.349432,217.26354,0.0
77.724915,217.24337,0.0
78.100397,217.2265,0.0
78.47588,217.208,0.0
78.851363,217.19003,0.0
79.226845,217.17184,0.0
79.602328,217.15374,0.0
79.977811,217.13536,0.0
80.353293,217.11898,0.0
80.728776,217.10231,0.0
81.104259,217.08426,0.0
81.479742,217.06659,0.0
81.855224,217.04933,0.0
82.230707,217.03299,0.0
82.60619,217.01643,0.0
82.981672,216.99943,0.0
83.357155,216.98276,0.0
83.732638,216.96633,0.0
84.10812,216.9498,0.0
84.483603,216.93339,0.0
84.859086,216.91867,0.0
85.234568,216.90121,0.0
85.610051,216.8873,0.0
85.985534,216.87104,0.0
86.361016,216.85543,0.0
86.736499,216.8387,0.0
87.111982,216.82403,0.0
87.487464,216.80842,0.0
87.862947,216.79384,0.0
88.23843,216.77851,0.0
88.613912,216.76271,0.0
88.989395,216.74804,0.0
89.364878,216.73376,0.0
89.74036,216.71968,0.0
90.115843,216.70467,0.0
90.491326,216.68972,0.0
90.866808,216.67473,0.0
91.242291,216.66213,0.0
91.617774,216.64794,0.0
91.993257,216.63252,0.0
92.368739,216.62004,0.0
92.744222,216.60621,0.0
93.119705,216.59206,0.0
93.495187,216.5782,0.0
93.87067,216.56574,0.0
94.246153,216.55205,0.0
94.621635,216.53804,0.0
94.997118,216.52588,0.0
95.372601,216.5115,0.0
95.748083,216.49935,0.0
96.123566,216.4862,0.0
