Time (s),Temperature (ºC),Power (W)
0.12244,29.438065,3.4767361e-05
0.24488,29.452091,3.4766919e-05
0.36732,29.463857,3.4766445e-05
0.48976,29.474402,3.4766121e-05
0.6122,29.48411,3.4765751e-05
0.73464,29.493685,3.4765221e-05
0.85708,29.502802,3.4764883e-05
0.97952,29.511619,3.4764669e-05
1.10196,29.520757,3.4764222e-05
1.2244,29.529001,3.4763867e-05
1.34684,29.537504,3.4763488e-05
1.46928,29.545787,3.4763157e-05
1.5917201,29.553993,3.4762695e-05
1.7141601,29.562172,3.476233e-05
1.8366001,29.569861,3.4762098e-05
1.9590401,29.578434,3.4761712e-05
2.0814801,29.586043,3.4761604e-05
2.2039201,29.593752,3.4761132e-05
2.3263601,29.601606,3.4760765e-05
2.4488001,29.608873,3.4760559e-05
2.5712401,29.616661,3.4760124e-05
2.6936801,29.624123,3.4759856e-05
2.8161201,29.631434,3.4759518e-05
2.9385601,29.638915,3.4759319e-05
3.0610001,29.645984,3.4758999e-05
3.1834401,29.653157,3.4758725e-05
3.3058801,29.660411,3.4758481e-05
3.4283201,29.667329,3.4758223e-05
3.5507601,29.674693,3.4757901e-05
3.6732001,29.681438,3.4757678e-05
3.7956401,29.688287,3.4757418e-05
3.9180801,29.695201,3.4757091e-05
4.0405201,29.701956,3.4756736e-05
4.1629601,29.708661,3.4756428e-05
4.2854001,29.715217,3.4756206e-05
4.4078402,29.721651,3.4755969e-05
4.5302802,29.728206,3.4755791e-05
4.6527202,29.734941,3.4755436e-05
4.7751602,29.740855,3.4755221e-05
4.8976002,29.747278,3.4754958e-05
5.0200402,29.75376,3.4754698e-05
5.1424802,29.759852,3.4754404e-05
5.2649202,29.766234,3.4754255e-05
5.3873602,29.772026,3.4753956e-05
5.5098002,29.778502,3.4753658e-05
5.6322402,29.784401,3.4753372e-05
5.7546802,29.790186,3.4753142e-05
5.8771202,29.796168,3.4752969e-05
5.9995602,29.802112,3.4752643e-05
6.1220002,29.807823,3.4752453e-05
6.2444402,29.813355,3.4752311e-05
6.3668802,29.819307,3.4752131e-05
6.4893202,29.824853,3.4751774e-05
6.6117602,29.83054,3.4751601e-05
6.7342002,29.835976,3.4751305e-05
6.8566402,29.841542,3.4751151e-05
6.9790802,29.847012,3.4750999e-05
7.1015202,29.85228,3.4750782e-05
7.2239602,29.857798,3.4750545e-05
7.3464002,29.86282,3.4750275e-05
7.4688403,29.868195,3.4750168e-05
7.5912803,29.873339,3.4749875e-05
7.7137203,29.878732,3.4749704e-05
7.8361603,29.883662,3.4749442e-05
7.9586003,29.888732,3.4749288e-05
8.0810403,29.89362,3.4749056e-05
8.2034803,29.898692,3.4748947e-05
8.3259203,29.903708,3.474876e-05
8.4483603,29.908532,3.4748575e-05
8.5708003,29.913503,3.474835e-05
8.6932403,29.918258,3.4748303e-05
8.8156803,29.92334,3.4747976e-05
8.9381203,29.927665,3.4747749e-05
9.0605603,29.932424,3.4747517e-05
9.1830003,29.937265,3.4747458e-05
9.3054403,29.941575,3.4747252e-05
9.4278803,29.946429,3.4747119e-05
9.5503203,29.950933,3.4746889e-05
9.6727603,29.955224,3.4746541e-05
9.7952003,29.959659,3.4746518e-05
9.9176403,29.963955,3.4746331e-05
10.04008,29.968375,3.4746172e-05
10.16252,29.972915,3.4745843e-05
10.28496,29.9769,3.4745871e-05
10.4074,29.981353,3.4745642e-05
10.52984,29.985537,3.4745455e-05
10.65228,29.989507,3.4745379e-05
10.77472,29.993987,3.4745251e-05
10.89716,29.997827,3.4744981e-05
11.0196,30.002002,3.4744771e-05
11.14204,30.006158,3.474461e-05
11.26448,30.009986,3.4744576e-05
11.38692,30.01424,3.4744366e-05
11.50936,30.018011,3.4744046e-05
11.6318,30.021793,3.4744013e-05
11.75424,30.025543,3.4743904e-05
11.87668,30.029486,3.4743705e-05
11.99912,30.033212,3.4743575e-05
12.12156,30.036916,3.474352e-05
12.244,30.040824,3.4743239e-05
12.36644,30.044395,3.4743059e-05
12.48888,30.048327,3.4743059e-05
12.61132,30.051765,3.4742898e-05
12.73376,30.055414,3.4742652e-05
12.8562,30.05896,3.4742704e-05
12.97864,30.062195,3.474246e-05
13.10108,30.065867,3.4742448e-05
13.223521,30.069379,3.4742197e-05
13.345961,30.072885,3.4742131e-05
